,EMPRESA_ID,RAZAO SOCIAL,NOME FANTASIA,ENDERECO,ENDERECO NUMERO,ENDERECO COMPLEMENTO,BAIRRO,CIDADE,ESTADO,CEP,TAMANHO,CAPITAL SOCIAL,FATURAMENTO,FUNCIONARIOS,DATA DE ABERTURA,TIPO DE UNIDADE,SITUACAO,ATIVIDADE PRINCIPAL,NATUREZA JURIDICA,TELEFONE 1,TELEFONE 2,TELEFONE 3,TELEFONE 4,TELEFONE 5,WEBSITE 1,WEBSITE 2,WEBSITE 3,WEBSITE 4,WEBSITE 5
2386,EMPRESA_ID_3146,EMPRESA 3146,NOME FANTASIA 3146,ENDERECO 3146,NUMERO 3146,COMPLEMENTO 3146,BAIRRO 3146,SAO LEOPOLDO,RS,CEP 3146,PEQUENO,"R$ 501 - R$ 2,5 M",90000100.0,11 - 50,10/20/1994,MATRIZ,ATIVA,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,Empresa Privada,TELEFONE 1_EMPRESA_3146,TELEFONE 2_EMPRESA_3146,TELEFONE 3_EMPRESA_3146,TELEFONE 4_EMPRESA_3146,,WEBSITE 1_EMPRESA_3146,WEBSITE 2_EMPRESA_3146,,,
2387,EMPRESA_ID_3147,EMPRESA 3147,NOME FANTASIA 3147,ENDERECO 3147,NUMERO 3147,COMPLEMENTO 3147,BAIRRO 3147,PORTO ALEGRE,RS,CEP 3147,MICRO,"R$ 501 - R$ 2,5 M",400000100.0,51 - 200,12/27/2012,MATRIZ,ATIVA,Serviços advocatícios,Empresa Privada,TELEFONE 1_EMPRESA_3147,,,,,,,,,
2388,EMPRESA_ID_3148,EMPRESA 3148,NOME FANTASIA 3148,ENDERECO 3148,NUMERO 3148,COMPLEMENTO 3148,BAIRRO 3148,CANOAS,RS,CEP 3148,MEDIO,R$ 51K - R$ 250 K,180000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",Empresa Privada,TELEFONE 1_EMPRESA_3148,TELEFONE 2_EMPRESA_3148,TELEFONE 3_EMPRESA_3148,TELEFONE 4_EMPRESA_3148,,WEBSITE 1_EMPRESA_3148,,,,
2389,EMPRESA_ID_3149,EMPRESA 3149,NOME FANTASIA 3149,ENDERECO 3149,NUMERO 3149,COMPLEMENTO 3149,BAIRRO 3149,NOVA SANTA RITA,RS,CEP 3149,PEQUENO,"R$ 2,5 M - R$ 10 M",86500000100.0,1001 - 5000,10/16/1998,MATRIZ,ATIVA,Fabricação de móveis com predominância de madeira,Empresa Privada,TELEFONE 1_EMPRESA_3149,TELEFONE 2_EMPRESA_3149,TELEFONE 3_EMPRESA_3149,TELEFONE 4_EMPRESA_3149,TELEFONE 5_EMPRESA_3149,WEBSITE 1_EMPRESA_3149,WEBSITE 2_EMPRESA_3149,WEBSITE 3_EMPRESA_3149,WEBSITE 4_EMPRESA_3149,
2390,EMPRESA_ID_315,EMPRESA 315,NOME FANTASIA 315,ENDERECO 315,NUMERO 315,COMPLEMENTO 315,BAIRRO 315,SAO PAULO,SP,CEP 315,GRANDE,"R$ 501 - R$ 2,5 M",60000100.0,11 - 50,05/17/1994,MATRIZ,ATIVA,Instalação e manutenção elétrica,Empresa Privada,TELEFONE 1_EMPRESA_315,TELEFONE 2_EMPRESA_315,TELEFONE 3_EMPRESA_315,TELEFONE 4_EMPRESA_315,TELEFONE 5_EMPRESA_315,WEBSITE 1_EMPRESA_315,,,,
2391,EMPRESA_ID_3150,EMPRESA 3150,NOME FANTASIA 3150,ENDERECO 3150,NUMERO 3150,COMPLEMENTO 3150,BAIRRO 3150,GRAVATAI,RS,CEP 3150,PEQUENO,"R$ 501 - R$ 2,5 M",130000100.0,11 - 50,04/27/2004,MATRIZ,ATIVA,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação",Empresa Privada,TELEFONE 1_EMPRESA_3150,TELEFONE 2_EMPRESA_3150,TELEFONE 3_EMPRESA_3150,TELEFONE 4_EMPRESA_3150,TELEFONE 5_EMPRESA_3150,WEBSITE 1_EMPRESA_3150,,,,
2392,EMPRESA_ID_3151,EMPRESA 3151,NOME FANTASIA 3151,ENDERECO 3151,NUMERO 3151,COMPLEMENTO 3151,BAIRRO 3151,GRAVATAI,RS,CEP 3151,MEDIO,"R$ 501 - R$ 2,5 M",20000000100.0,201 - 500,01/01/1970,MATRIZ,ATIVA,Fabricação de papel,Empresa Privada,TELEFONE 1_EMPRESA_3151,TELEFONE 2_EMPRESA_3151,TELEFONE 3_EMPRESA_3151,TELEFONE 4_EMPRESA_3151,TELEFONE 5_EMPRESA_3151,WEBSITE 1_EMPRESA_3151,,,,
2393,EMPRESA_ID_3152,EMPRESA 3152,NOME FANTASIA 3152,ENDERECO 3152,NUMERO 3152,COMPLEMENTO 3152,BAIRRO 3152,GRAVATAI,RS,CEP 3152,MEDIO,"R$ 2,5 M - R$ 10 M",36000100.0,4 - 10,01/01/1970,MATRIZ,ATIVA,Fabricação de outros produtos de metal não especificados anteriormente,Empresa Privada,TELEFONE 1_EMPRESA_3152,TELEFONE 2_EMPRESA_3152,TELEFONE 3_EMPRESA_3152,TELEFONE 4_EMPRESA_3152,,WEBSITE 1_EMPRESA_3152,,,,
2394,EMPRESA_ID_3153,EMPRESA 3153,NOME FANTASIA 3153,ENDERECO 3153,NUMERO 3153,COMPLEMENTO 3153,BAIRRO 3153,ESTANCIA VELHA,RS,CEP 3153,MICRO,R$ 0 - R$ 50 K,60000100.0,11 - 50,06/17/1992,MATRIZ,ATIVA,Fabricação de adesivos e selantes,Empresa Privada,TELEFONE 1_EMPRESA_3153,TELEFONE 2_EMPRESA_3153,TELEFONE 3_EMPRESA_3153,TELEFONE 4_EMPRESA_3153,,WEBSITE 1_EMPRESA_3153,WEBSITE 2_EMPRESA_3153,,,
2395,EMPRESA_ID_3154,EMPRESA 3154,NOME FANTASIA 3154,ENDERECO 3154,NUMERO 3154,COMPLEMENTO 3154,BAIRRO 3154,NOVO HAMBURGO,RS,CEP 3154,MEDIO,R$ 10 M - R$ 50 M,480000100.0,11 - 50,02/18/1997,MATRIZ,ATIVA,Fabricação de calçados de materiais não especificados\nanteriormente,Empresa Privada,TELEFONE 1_EMPRESA_3154,TELEFONE 2_EMPRESA_3154,TELEFONE 3_EMPRESA_3154,TELEFONE 4_EMPRESA_3154,TELEFONE 5_EMPRESA_3154,WEBSITE 1_EMPRESA_3154,,,,
2396,EMPRESA_ID_3155,EMPRESA 3155,NOME FANTASIA 3155,ENDERECO 3155,NUMERO 3155,COMPLEMENTO 3155,BAIRRO 3155,SAPIRANGA,RS,CEP 3155,MEDIO,"R$ 501 - R$ 2,5 M",36000100.0,4 - 10,01/01/1970,MATRIZ,ATIVA,Fabricação de calçados de material sintético,Empresa Privada,TELEFONE 1_EMPRESA_3155,TELEFONE 2_EMPRESA_3155,TELEFONE 3_EMPRESA_3155,TELEFONE 4_EMPRESA_3155,,WEBSITE 1_EMPRESA_3155,WEBSITE 2_EMPRESA_3155,WEBSITE 3_EMPRESA_3155,WEBSITE 4_EMPRESA_3155,WEBSITE 5_EMPRESA_3155
2397,EMPRESA_ID_3156,EMPRESA 3156,NOME FANTASIA 3156,ENDERECO 3156,NUMERO 3156,COMPLEMENTO 3156,BAIRRO 3156,FELIZ,RS,CEP 3156,PEQUENO,"R$ 501 - R$ 2,5 M",330000100.0,11 - 50,12/19/2000,MATRIZ,ATIVA,Reforma de pneumáticos usados,Empresa Privada,TELEFONE 1_EMPRESA_3156,TELEFONE 2_EMPRESA_3156,TELEFONE 3_EMPRESA_3156,TELEFONE 4_EMPRESA_3156,TELEFONE 5_EMPRESA_3156,WEBSITE 1_EMPRESA_3156,WEBSITE 2_EMPRESA_3156,WEBSITE 3_EMPRESA_3156,WEBSITE 4_EMPRESA_3156,WEBSITE 5_EMPRESA_3156
2398,EMPRESA_ID_3157,EMPRESA 3157,NOME FANTASIA 3157,ENDERECO 3157,NUMERO 3157,COMPLEMENTO 3157,BAIRRO 3157,SAO PAULO,SP,CEP 3157,PEQUENO,"R$ 2,5 M - R$ 10 M",17000000100.0,201 - 500,09/30/2004,MATRIZ,ATIVA,Fabricação de material elétrico para instalações em circuito de consumo,Empresa Privada,TELEFONE 1_EMPRESA_3157,TELEFONE 2_EMPRESA_3157,TELEFONE 3_EMPRESA_3157,TELEFONE 4_EMPRESA_3157,,,,,,
2399,EMPRESA_ID_3158,EMPRESA 3158,NOME FANTASIA 3158,ENDERECO 3158,NUMERO 3158,COMPLEMENTO 3158,BAIRRO 3158,TRES COROAS,RS,CEP 3158,MEDIO,R$ 500 M - R$ 1 B,127700000100.0,1001 - 5000,04/17/1984,MATRIZ,ATIVA,Fabricação de calçados de couro,Empresa Privada,TELEFONE 1_EMPRESA_3158,,,,,WEBSITE 1_EMPRESA_3158,,,,
2400,EMPRESA_ID_3159,EMPRESA 3159,NOME FANTASIA 3159,ENDERECO 3159,NUMERO 3159,COMPLEMENTO 3159,BAIRRO 3159,TRES COROAS,RS,CEP 3159,MEDIO,"R$ 501 - R$ 2,5 M",1700000100.0,51 - 200,03/24/1998,MATRIZ,ATIVA,Fabricação de calçados de material sintético,Empresa Privada,TELEFONE 1_EMPRESA_3159,,,,,WEBSITE 1_EMPRESA_3159,,,,
2401,EMPRESA_ID_316,EMPRESA 316,NOME FANTASIA 316,ENDERECO 316,NUMERO 316,COMPLEMENTO 316,BAIRRO 316,MAUA,SP,CEP 316,PEQUENO,"R$ 2,5 M - R$ 10 M",3800000100.0,51 - 200,10/19/2011,MATRIZ,ATIVA,Fabricação de outros produtos químicos não especificados anteriormente,Empresa Privada,TELEFONE 1_EMPRESA_316,TELEFONE 2_EMPRESA_316,TELEFONE 3_EMPRESA_316,TELEFONE 4_EMPRESA_316,TELEFONE 5_EMPRESA_316,,,,,
2402,EMPRESA_ID_3160,EMPRESA 3160,NOME FANTASIA 3160,ENDERECO 3160,NUMERO 3160,COMPLEMENTO 3160,BAIRRO 3160,SAPIRANGA,RS,CEP 3160,PEQUENO,R$ 0 - R$ 50 K,400000100.0,51 - 200,04/26/1991,MATRIZ,ATIVA,Desenvolvimento e licenciamento de programas de computador customizáveis,Empresa Privada,TELEFONE 1_EMPRESA_3160,TELEFONE 2_EMPRESA_3160,TELEFONE 3_EMPRESA_3160,TELEFONE 4_EMPRESA_3160,,WEBSITE 1_EMPRESA_3160,WEBSITE 2_EMPRESA_3160,WEBSITE 3_EMPRESA_3160,WEBSITE 4_EMPRESA_3160,WEBSITE 5_EMPRESA_3160
2403,EMPRESA_ID_3161,EMPRESA 3161,NOME FANTASIA 3161,ENDERECO 3161,NUMERO 3161,COMPLEMENTO 3161,BAIRRO 3161,ESTANCIA VELHA,RS,CEP 3161,MEDIO,R$ 10 M - R$ 50 M,480000100.0,11 - 50,03/15/1977,MATRIZ,ATIVA,Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente,Empresa Privada,TELEFONE 1_EMPRESA_3161,TELEFONE 2_EMPRESA_3161,TELEFONE 3_EMPRESA_3161,TELEFONE 4_EMPRESA_3161,TELEFONE 5_EMPRESA_3161,WEBSITE 1_EMPRESA_3161,WEBSITE 2_EMPRESA_3161,,,
2404,EMPRESA_ID_3162,EMPRESA 3162,NOME FANTASIA 3162,ENDERECO 3162,NUMERO 3162,COMPLEMENTO 3162,BAIRRO 3162,PORTAO,RS,CEP 3162,MICRO,"R$ 501 - R$ 2,5 M",17000000100.0,201 - 500,01/14/1997,MATRIZ,ATIVA,Atividades de organizações associativas patronais e empresariais,Associação,TELEFONE 1_EMPRESA_3162,TELEFONE 2_EMPRESA_3162,,,,WEBSITE 1_EMPRESA_3162,,,,
2405,EMPRESA_ID_3163,EMPRESA 3163,NOME FANTASIA 3163,ENDERECO 3163,NUMERO 3163,COMPLEMENTO 3163,BAIRRO 3163,PORTAO,RS,CEP 3163,MICRO,R$ 51K - R$ 250 K,130000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Atividades de contabilidade,Empresa Privada,TELEFONE 1_EMPRESA_3163,,,,,WEBSITE 1_EMPRESA_3163,,,,
2406,EMPRESA_ID_3164,EMPRESA 3164,NOME FANTASIA 3164,ENDERECO 3164,NUMERO 3164,COMPLEMENTO 3164,BAIRRO 3164,SAO LEOPOLDO,RS,CEP 3164,PEQUENO,"R$ 501 - R$ 2,5 M",400000100.0,11 - 50,06/25/1991,MATRIZ,ATIVA,"Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios",Empresa Privada,TELEFONE 1_EMPRESA_3164,TELEFONE 2_EMPRESA_3164,TELEFONE 3_EMPRESA_3164,,,WEBSITE 1_EMPRESA_3164,,,,
2407,EMPRESA_ID_3165,EMPRESA 3165,NOME FANTASIA 3165,ENDERECO 3165,NUMERO 3165,COMPLEMENTO 3165,BAIRRO 3165,PORTAO,RS,CEP 3165,PEQUENO,"R$ 501 - R$ 2,5 M",1700000100.0,51 - 200,05/15/1990,MATRIZ,ATIVA,Fabricação de outros produtos químicos não especificados anteriormente,Empresa Privada,TELEFONE 1_EMPRESA_3165,TELEFONE 2_EMPRESA_3165,TELEFONE 3_EMPRESA_3165,,,WEBSITE 1_EMPRESA_3165,,,,
2408,EMPRESA_ID_3166,EMPRESA 3166,NOME FANTASIA 3166,ENDERECO 3166,NUMERO 3166,COMPLEMENTO 3166,BAIRRO 3166,IVOTI,RS,CEP 3166,PEQUENO,"R$ 2,5 M - R$ 10 M",1100000100.0,51 - 200,12/19/2007,MATRIZ,ATIVA,Desenvolvimento de programas de computador sob encomenda,Empresa Privada,TELEFONE 1_EMPRESA_3166,TELEFONE 2_EMPRESA_3166,TELEFONE 3_EMPRESA_3166,,,WEBSITE 1_EMPRESA_3166,WEBSITE 2_EMPRESA_3166,,,
2409,EMPRESA_ID_3167,EMPRESA 3167,NOME FANTASIA 3167,ENDERECO 3167,NUMERO 3167,COMPLEMENTO 3167,BAIRRO 3167,DOIS IRMAOS,RS,CEP 3167,PEQUENO,"R$ 501 - R$ 2,5 M",480000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,Fabricação de embalagens de cartolina e papel-cartão,Empresa Privada,TELEFONE 1_EMPRESA_3167,TELEFONE 2_EMPRESA_3167,TELEFONE 3_EMPRESA_3167,,,WEBSITE 1_EMPRESA_3167,,,,
2410,EMPRESA_ID_3168,EMPRESA 3168,NOME FANTASIA 3168,ENDERECO 3168,NUMERO 3168,COMPLEMENTO 3168,BAIRRO 3168,SAO LEOPOLDO,RS,CEP 3168,PEQUENO,"R$ 501 - R$ 2,5 M",18000100.0,4 - 10,04/22/2009,MATRIZ,ATIVA,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet",Empresa Privada,TELEFONE 1_EMPRESA_3168,TELEFONE 2_EMPRESA_3168,TELEFONE 3_EMPRESA_3168,,,WEBSITE 1_EMPRESA_3168,,,,
2411,EMPRESA_ID_3169,EMPRESA 3169,NOME FANTASIA 3169,ENDERECO 3169,NUMERO 3169,COMPLEMENTO 3169,BAIRRO 3169,SAO LEOPOLDO,RS,CEP 3169,PEQUENO,R$ 250 M - R$ 500 M,8500000100.0,201 - 500,01/01/1970,MATRIZ,ATIVA,"Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios",Empresa Privada,TELEFONE 1_EMPRESA_3169,TELEFONE 2_EMPRESA_3169,TELEFONE 3_EMPRESA_3169,TELEFONE 4_EMPRESA_3169,TELEFONE 5_EMPRESA_3169,WEBSITE 1_EMPRESA_3169,,,,
2412,EMPRESA_ID_317,EMPRESA 317,NOME FANTASIA 317,ENDERECO 317,NUMERO 317,COMPLEMENTO 317,BAIRRO 317,SAO PAULO,SP,CEP 317,PEQUENO,R$ 0 - R$ 50 K,18000100.0,11 - 50,04/16/1992,MATRIZ,ATIVA,Atividades de contabilidade,Empresa Privada,TELEFONE 1_EMPRESA_317,TELEFONE 2_EMPRESA_317,TELEFONE 3_EMPRESA_317,TELEFONE 4_EMPRESA_317,,,,,,
2413,EMPRESA_ID_3170,EMPRESA 3170,NOME FANTASIA 3170,ENDERECO 3170,NUMERO 3170,COMPLEMENTO 3170,BAIRRO 3170,SAO LEOPOLDO,RS,CEP 3170,MEDIO,"R$ 501 - R$ 2,5 M",18000100.0,0 - 3,07/21/2005,MATRIZ,ATIVA,"Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios",Empresa Privada,TELEFONE 1_EMPRESA_3170,TELEFONE 2_EMPRESA_3170,TELEFONE 3_EMPRESA_3170,TELEFONE 4_EMPRESA_3170,,WEBSITE 1_EMPRESA_3170,,,,
2414,EMPRESA_ID_3171,EMPRESA 3171,NOME FANTASIA 3171,ENDERECO 3171,NUMERO 3171,COMPLEMENTO 3171,BAIRRO 3171,NOVO HAMBURGO,RS,CEP 3171,PEQUENO,"R$ 501 - R$ 2,5 M",180000100.0,11 - 50,04/26/2011,MATRIZ,ATIVA,Desenvolvimento e licenciamento de programas de computador customizáveis,Empresa Privada,TELEFONE 1_EMPRESA_3171,TELEFONE 2_EMPRESA_3171,TELEFONE 3_EMPRESA_3171,TELEFONE 4_EMPRESA_3171,,WEBSITE 1_EMPRESA_3171,WEBSITE 2_EMPRESA_3171,WEBSITE 3_EMPRESA_3171,WEBSITE 4_EMPRESA_3171,WEBSITE 5_EMPRESA_3171
2415,EMPRESA_ID_3172,EMPRESA 3172,NOME FANTASIA 3172,ENDERECO 3172,NUMERO 3172,COMPLEMENTO 3172,BAIRRO 3172,SAO LEOPOLDO,RS,CEP 3172,PEQUENO,R$ 251 - R$ 500 K,4400000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,Fabricação de artefatos de material plástico para usos industriais,Empresa Privada,TELEFONE 1_EMPRESA_3172,TELEFONE 2_EMPRESA_3172,TELEFONE 3_EMPRESA_3172,TELEFONE 4_EMPRESA_3172,,WEBSITE 1_EMPRESA_3172,,,,
2416,EMPRESA_ID_3173,EMPRESA 3173,NOME FANTASIA 3173,ENDERECO 3173,NUMERO 3173,COMPLEMENTO 3173,BAIRRO 3173,SAO LEOPOLDO,RS,CEP 3173,MICRO,"R$ 501 - R$ 2,5 M",2600000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,Serviços advocatícios,Empresa Privada,TELEFONE 1_EMPRESA_3173,TELEFONE 2_EMPRESA_3173,TELEFONE 3_EMPRESA_3173,,,WEBSITE 1_EMPRESA_3173,WEBSITE 2_EMPRESA_3173,,,
2417,EMPRESA_ID_3174,EMPRESA 3174,NOME FANTASIA 3174,ENDERECO 3174,NUMERO 3174,COMPLEMENTO 3174,BAIRRO 3174,NOVO HAMBURGO,RS,CEP 3174,MEDIO,"R$ 501 - R$ 2,5 M",26000000100.0,201 - 500,06/13/1985,MATRIZ,ATIVA,Curtimento e outras preparações de couro,Empresa Privada,TELEFONE 1_EMPRESA_3174,TELEFONE 2_EMPRESA_3174,,,,WEBSITE 1_EMPRESA_3174,WEBSITE 2_EMPRESA_3174,,,
2418,EMPRESA_ID_3175,EMPRESA 3175,NOME FANTASIA 3175,ENDERECO 3175,NUMERO 3175,COMPLEMENTO 3175,BAIRRO 3175,CAMPO BOM,RS,CEP 3175,MICRO,"R$ 2,5 M - R$ 10 M",480000100.0,51 - 200,01/26/1984,MATRIZ,ATIVA,Aluguel de imóveis próprios,Empresa Privada,TELEFONE 1_EMPRESA_3175,TELEFONE 2_EMPRESA_3175,TELEFONE 3_EMPRESA_3175,,,,,,,
2419,EMPRESA_ID_3176,EMPRESA 3176,NOME FANTASIA 3176,ENDERECO 3176,NUMERO 3176,COMPLEMENTO 3176,BAIRRO 3176,SAPIRANGA,RS,CEP 3176,PEQUENO,"R$ 501 - R$ 2,5 M",60000100.0,11 - 50,05/28/1996,MATRIZ,ATIVA,Comércio varejista de ferragens e ferramentas,Empresa Privada,TELEFONE 1_EMPRESA_3176,TELEFONE 2_EMPRESA_3176,,,,WEBSITE 1_EMPRESA_3176,,,,
2420,EMPRESA_ID_3177,EMPRESA 3177,NOME FANTASIA 3177,ENDERECO 3177,NUMERO 3177,COMPLEMENTO 3177,BAIRRO 3177,SALVADOR DO SUL,RS,CEP 3177,MEDIO,"R$ 2,5 M - R$ 10 M",2600000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",Empresa Privada,TELEFONE 1_EMPRESA_3177,TELEFONE 2_EMPRESA_3177,TELEFONE 3_EMPRESA_3177,,,WEBSITE 1_EMPRESA_3177,WEBSITE 2_EMPRESA_3177,WEBSITE 3_EMPRESA_3177,WEBSITE 4_EMPRESA_3177,
2421,EMPRESA_ID_3178,EMPRESA 3178,NOME FANTASIA 3178,ENDERECO 3178,NUMERO 3178,COMPLEMENTO 3178,BAIRRO 3178,SANTO ANTONIO DA PATRULHA,RS,CEP 3178,MEDIO,"R$ 2,5 M - R$ 10 M",7500000100.0,201 - 500,06/20/2002,MATRIZ,ATIVA,"Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas",Empresa Privada,TELEFONE 1_EMPRESA_3178,TELEFONE 2_EMPRESA_3178,TELEFONE 3_EMPRESA_3178,TELEFONE 4_EMPRESA_3178,TELEFONE 5_EMPRESA_3178,WEBSITE 1_EMPRESA_3178,WEBSITE 2_EMPRESA_3178,,,
2422,EMPRESA_ID_3179,EMPRESA 3179,NOME FANTASIA 3179,ENDERECO 3179,NUMERO 3179,COMPLEMENTO 3179,BAIRRO 3179,CAPELA DE SANTANA,RS,CEP 3179,MEDIO,"R$ 501 - R$ 2,5 M",180000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Fabricação de calçados de materiais não especificados\nanteriormente,Empresa Privada,TELEFONE 1_EMPRESA_3179,TELEFONE 2_EMPRESA_3179,,,,WEBSITE 1_EMPRESA_3179,,,,
2423,EMPRESA_ID_318,EMPRESA 318,NOME FANTASIA 318,ENDERECO 318,NUMERO 318,COMPLEMENTO 318,BAIRRO 318,SAO PAULO,SP,CEP 318,MEDIO,"R$ 501 - R$ 2,5 M",1700000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,Comércio varejista de materiais de construção não especificados anteriormente,Empresa Privada,TELEFONE 1_EMPRESA_318,TELEFONE 2_EMPRESA_318,TELEFONE 3_EMPRESA_318,TELEFONE 4_EMPRESA_318,,WEBSITE 1_EMPRESA_318,WEBSITE 2_EMPRESA_318,WEBSITE 3_EMPRESA_318,WEBSITE 4_EMPRESA_318,WEBSITE 5_EMPRESA_318
2424,EMPRESA_ID_3180,EMPRESA 3180,NOME FANTASIA 3180,ENDERECO 3180,NUMERO 3180,COMPLEMENTO 3180,BAIRRO 3180,LAJEADO,RS,CEP 3180,MEDIO,R$ 251 - R$ 500 K,130000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",Empresa Privada,TELEFONE 1_EMPRESA_3180,TELEFONE 2_EMPRESA_3180,TELEFONE 3_EMPRESA_3180,TELEFONE 4_EMPRESA_3180,,WEBSITE 1_EMPRESA_3180,WEBSITE 2_EMPRESA_3180,WEBSITE 3_EMPRESA_3180,,
2425,EMPRESA_ID_3181,EMPRESA 3181,NOME FANTASIA 3181,ENDERECO 3181,NUMERO 3181,COMPLEMENTO 3181,BAIRRO 3181,ESTEIO,RS,CEP 3181,PEQUENO,"R$ 2,5 M - R$ 10 M",36000100.0,11 - 50,09/14/1993,FILIAL,ATIVA,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,Empresa Privada,TELEFONE 1_EMPRESA_3181,,,,,,,,,
2426,EMPRESA_ID_3182,EMPRESA 3182,NOME FANTASIA 3182,ENDERECO 3182,NUMERO 3182,COMPLEMENTO 3182,BAIRRO 3182,SANTA CRUZ DO SUL,RS,CEP 3182,MEDIO,R$ 10 M - R$ 50 M,90000100.0,11 - 50,09/29/1966,MATRIZ,ATIVA,Ensino médio,Associação,TELEFONE 1_EMPRESA_3182,TELEFONE 2_EMPRESA_3182,TELEFONE 3_EMPRESA_3182,,,,,,,
2427,EMPRESA_ID_3183,EMPRESA 3183,NOME FANTASIA 3183,ENDERECO 3183,NUMERO 3183,COMPLEMENTO 3183,BAIRRO 3183,SANTA CRUZ DO SUL,RS,CEP 3183,PEQUENO,"R$ 501 - R$ 2,5 M",36000100.0,11 - 50,04/27/1993,MATRIZ,ATIVA,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,Empresa Privada,TELEFONE 1_EMPRESA_3183,TELEFONE 2_EMPRESA_3183,,,,,,,,
2428,EMPRESA_ID_3184,EMPRESA 3184,NOME FANTASIA 3184,ENDERECO 3184,NUMERO 3184,COMPLEMENTO 3184,BAIRRO 3184,CACHOEIRA DO SUL,RS,CEP 3184,PEQUENO,"R$ 501 - R$ 2,5 M",330000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação",Empresa Privada,TELEFONE 1_EMPRESA_3184,TELEFONE 2_EMPRESA_3184,TELEFONE 3_EMPRESA_3184,,,WEBSITE 1_EMPRESA_3184,,,,
2429,EMPRESA_ID_3185,EMPRESA 3185,NOME FANTASIA 3185,ENDERECO 3185,NUMERO 3185,COMPLEMENTO 3185,BAIRRO 3185,CACHOEIRA DO SUL,RS,CEP 3185,DEMAIS,R$ 0 - R$ 50 K,18000100.0,11 - 50,01/01/1970,FILIAL,ATIVA,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação",Empresa Privada,TELEFONE 1_EMPRESA_3185,,,,,,,,,
2430,EMPRESA_ID_3186,EMPRESA 3186,NOME FANTASIA 3186,ENDERECO 3186,NUMERO 3186,COMPLEMENTO 3186,BAIRRO 3186,VENANCIO AIRES,RS,CEP 3186,PEQUENO,R$ 0 - R$ 50 K,60000100.0,11 - 50,11/13/2014,MATRIZ,ATIVA,Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica,Empresa Privada,TELEFONE 1_EMPRESA_3186,TELEFONE 2_EMPRESA_3186,TELEFONE 3_EMPRESA_3186,,,WEBSITE 1_EMPRESA_3186,,,,
2431,EMPRESA_ID_3187,EMPRESA 3187,NOME FANTASIA 3187,ENDERECO 3187,NUMERO 3187,COMPLEMENTO 3187,BAIRRO 3187,ENCANTADO,RS,CEP 3187,MEDIO,"R$ 501 - R$ 2,5 M",46000000100.0,null,01/01/1970,MATRIZ,ATIVA,"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal",Empresa Privada,TELEFONE 1_EMPRESA_3187,TELEFONE 2_EMPRESA_3187,TELEFONE 3_EMPRESA_3187,TELEFONE 4_EMPRESA_3187,TELEFONE 5_EMPRESA_3187,WEBSITE 1_EMPRESA_3187,WEBSITE 2_EMPRESA_3187,WEBSITE 3_EMPRESA_3187,WEBSITE 4_EMPRESA_3187,
2432,EMPRESA_ID_3188,EMPRESA 3188,NOME FANTASIA 3188,ENDERECO 3188,NUMERO 3188,COMPLEMENTO 3188,BAIRRO 3188,IMIGRANTE,RS,CEP 3188,DEMAIS,R$ 51K - R$ 250 K,9000000100.0,201 - 500,01/01/1970,FILIAL,ATIVA,Fabricação de produtos de trefilados de metal padronizados,Empresa Privada,TELEFONE 1_EMPRESA_3188,TELEFONE 2_EMPRESA_3188,TELEFONE 3_EMPRESA_3188,,,WEBSITE 1_EMPRESA_3188,,,,
